#name_w_spin,actual_SSE,predicted_SSE
co_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_carbonyl,32.96418589219194,41.63845907151699
fe_2_acetonitrile_acetonitrile_ammonia_ammonia_ammonia_ammonia,-1.9119100182054376,8.652025535702705
mn_3_carbonyl_carbonyl_carbonyl_carbonyl_misc_misc,-32.054352868222466,-23.373546943068504
mn_3_ammonia_ammonia_ammonia_ammonia_hydrogensulfide_hydrogensulfide,-41.33351894120539,-41.446447402238846
mn_2_ammonia_ammonia_ammonia_ammonia_water_water,-20.382648042912443,-19.68102729320526
fe_2_phosphine_phosphine_phosphine_phosphine_misc_misc,40.28769194973435,40.29269917309284
mn_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_phosphine,-46.59484516041633,-40.43802508711815
cr_2_misc_misc_misc_misc_carbonyl_carbonyl,-23.57159111194392,-12.478903636336327
mn_2_misc_misc_misc_misc_phosphine_phosphine,31.53552132510048,23.385103717446327
fe_3_misc_misc_misc_misc_misc_hydrogensulfide,37.38778626173445,31.828278571367264
co_3_acetonitrile_acetonitrile_water_water_water_water,21.18179457813796,13.07547615468502
mn_2_phosphine_phosphine_phosphine_phosphine_chloride_chloride,-25.70021798388135,-14.209291100502014
fe_2_carbonyl_carbonyl_carbonyl_carbonyl_ammonia_ammonia,43.04755623101757,45.87164533138275
cr_2_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_carbonyl_carbonyl,-28.776290828777974,-28.701279178261757
cr_2_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_chloride_chloride,-20.10147336192632,-29.965020179748535
cr_2_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_acetonitrile_acetonitrile,-34.14775132849357,-33.995879992842674
fe_3_carbonyl_carbonyl_carbonyl_carbonyl_ammonia_ammonia,32.116777563033224,27.35300950706005
mn_3_chloride_chloride_chloride_chloride_ammonia_ammonia,-35.671100879476406,-30.902479365468025
fe_2_carbonyl_carbonyl_carbonyl_carbonyl_misc_misc,65.516016138204,73.53380489349365
cr_2_carbonyl_carbonyl_carbonyl_carbonyl_chloride_chloride,-27.978895046628526,-33.593800872564316
fe_3_misc_misc_misc_misc_misc_carbonyl,55.7838819720122,54.71148730814457
mn_3_water_water_water_water_cyanide_cyanide,-34.32525508225122,-44.46919469535351
fe_3_water_water_water_water_water_chloride,-15.38114861396082,-16.104675456881523
cr_2_misc_misc_misc_misc_hydrogensulfide_hydrogensulfide,-32.50425871277034,-34.00300554931164
cr_2_phosphine_phosphine_phosphine_phosphine_water_water,-31.03814434884787,-39.88433192670345
fe_2_carbonyl_carbonyl_carbonyl_carbonyl_phosphine_phosphine,60.02395449186934,63.92228181660175
co_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_water_water,22.566251065687656,17.547507524490356
mn_3_phosphine_phosphine_phosphine_phosphine_hydrogensulfide_hydrogensulfide,-40.81927449589859,-42.934889048337936
mn_2_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl_chloride,44.99709802388436,30.761154979467392
mn_2_misc_misc_misc_misc_misc_carbonyl,54.58831226951864,47.01271304488182
mn_3_water_water_water_water_water_cyanide,-30.595009337078032,-42.400325521826744
cr_2_phosphine_phosphine_phosphine_phosphine_phosphine_hydrogensulfide,-34.76458738340069,-30.83235165476799
cr_2_misc_misc_misc_misc_misc_water,-28.41328256919309,-28.128358259797096
fe_2_ammonia_ammonia_ammonia_ammonia_cyanide_cyanide,0.0933672128447597,13.69927553832531
mn_2_ammonia_ammonia_ammonia_ammonia_ammonia_chloride,-5.158182400800603,-10.533821374177933
fe_2_water_water_water_water_carbonyl_carbonyl,-5.114928136502088,1.3051914423704147
fe_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_carbonyl_carbonyl,25.29063593167615,20.698105722665787
mn_3_ammonia_ammonia_ammonia_ammonia_ammonia_chloride,-41.19691628916303,-37.48176924884319
cr_2_ammonia_ammonia_ammonia_ammonia_ammonia_cyanide,-44.91410355122138,-41.124415904283524
fe_2_misc_misc_misc_misc_chloride_chloride,26.61252967239093,28.734569638967514
fe_3_misc_misc_misc_misc_misc_acetonitrile,38.95510543855524,37.156858652830124
fe_2_ammonia_ammonia_ammonia_ammonia_misc_misc,17.396528756178128,22.29088567197323
mn_2_carbonyl_carbonyl_water_water_water_water,-12.92429636172274,-4.639263838529587
mn_2_misc_misc_misc_misc_misc_ammonia,36.3404532464955,23.513075843453407
fe_3_ammonia_ammonia_ammonia_ammonia_ammonia_fluoride,20.95820021491464,7.819057151675224
mn_2_carbonyl_carbonyl_carbonyl_carbonyl_water_water,-18.756568829734416,2.8029359728097916
mn_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_phosphine_phosphine,-45.78906584457961,-41.796657025814056
mn_3_fluoride_fluoride_ammonia_ammonia_ammonia_ammonia,-31.574182216264813,-39.50436361134052
fe_3_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl_ammonia,35.02471537898431,35.48629401624203
co_3_misc_misc_water_water_water_water,22.69382384887208,20.426104217767715
mn_3_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl_chloride,-27.93533957757643,-25.73564822971821
mn_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_carbonyl_carbonyl,-29.36698481732088,-47.67010939121246
cr_2_ammonia_ammonia_ammonia_ammonia_ammonia_chloride,-37.96822673659078,-33.410859659314156
mn_3_phosphine_phosphine_phosphine_phosphine_phosphine_water,-44.80353628940066,-44.487505093216896
mn_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_carbonyl,-12.979316438366704,-4.658710271120071
mn_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_phosphine,-0.896623938620537,-4.857858419418335
mn_3_phosphine_phosphine_phosphine_phosphine_misc_misc,-41.165289785185806,-39.9044813811779
cr_2_water_water_water_water_phosphine_phosphine,-30.649935287361348,-38.59922644495964
mn_2_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_chloride,-19.271836115939845,-10.268301129341125
mn_3_water_water_water_water_acetonitrile_acetonitrile,-31.81609987132772,-35.37639658153057
fe_3_water_water_water_water_misc_misc,-10.687675018722668,-5.175036266446114
mn_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_water,-10.547552035712611,-11.530846610665321
mn_3_water_water_water_water_water_acetonitrile,-31.81965157803433,-35.41591136157513
cr_2_phosphine_phosphine_phosphine_phosphine_misc_misc,-29.889117062950355,-30.54110138118267
fe_3_ammonia_ammonia_ammonia_ammonia_ammonia_phosphine,14.110478514588635,10.748318284749985
mn_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_fluoride,-36.35154762325037,-41.97295185923576
fe_3_cyanide_cyanide_cyanide_cyanide_cyanide_cyanide,48.63844442724741,41.827031537890434
fe_2_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl_fluoride,53.396200146943,52.79728016257286
fe_2_ammonia_ammonia_ammonia_ammonia_carbonyl_carbonyl,19.91270580393609,19.839042603969574
mn_2_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl_cyanide,62.37298797598417,37.73321260511875
cr_2_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_phosphine_phosphine,-30.69544231270613,-31.47889071702957
