#name_w_spin,actual_SSE,predicted_SSE
co_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_carbonyl,26.6062734,28.51613575220108
fe_2_acetonitrile_acetonitrile_ammonia_ammonia_ammonia_ammonia,9.363333989,9.033303052186966
mn_3_carbonyl_carbonyl_carbonyl_carbonyl_misc_misc,-29.99553648,-30.003233730793
mn_3_ammonia_ammonia_ammonia_ammonia_hydrogensulfide_hydrogensulfide,-41.46644438,-39.62874239683151
mn_2_ammonia_ammonia_ammonia_ammonia_water_water,-11.32488005,-7.826871812343597
fe_2_phosphine_phosphine_phosphine_phosphine_misc_misc,29.80341802,28.704362899065018
mn_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_phosphine,-33.93061404,-36.56696739792824
cr_2_misc_misc_misc_misc_carbonyl_carbonyl,-20.97986186,-17.25469735264778
mn_2_misc_misc_misc_misc_phosphine_phosphine,23.43869077,20.263670444488525
fe_3_misc_misc_misc_misc_misc_hydrogensulfide,26.22418883,20.619907677173615
co_3_acetonitrile_acetonitrile_water_water_water_water,12.66695451,9.693130552768707
mn_2_phosphine_phosphine_phosphine_phosphine_chloride_chloride,1.481080478,-0.18991157412528992
fe_2_carbonyl_carbonyl_carbonyl_carbonyl_ammonia_ammonia,24.79474615,28.28387376666069
cr_2_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_carbonyl_carbonyl,-18.57934746,-19.760893434286118
cr_2_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_chloride_chloride,-20.08358933,-24.465939670801163
cr_2_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_acetonitrile_acetonitrile,-28.00513751,-27.9671688079834
fe_3_carbonyl_carbonyl_carbonyl_carbonyl_ammonia_ammonia,17.16587491,15.4294995367527
mn_3_chloride_chloride_chloride_chloride_ammonia_ammonia,-37.02624638,-37.797086745500565
fe_2_carbonyl_carbonyl_carbonyl_carbonyl_misc_misc,36.48210735,38.97322425246239
cr_2_carbonyl_carbonyl_carbonyl_carbonyl_chloride_chloride,-25.25210054,-27.408791214227676
fe_3_misc_misc_misc_misc_misc_carbonyl,26.43254725,28.030348300933838
mn_3_water_water_water_water_cyanide_cyanide,-31.77492894,-39.03408399224281
fe_3_water_water_water_water_water_chloride,-5.449849049,-4.379859745502472
cr_2_misc_misc_misc_misc_hydrogensulfide_hydrogensulfide,-25.78456788,-27.291547507047653
cr_2_phosphine_phosphine_phosphine_phosphine_water_water,-25.09142033,-29.205945163965225
fe_2_carbonyl_carbonyl_carbonyl_carbonyl_phosphine_phosphine,37.40997502,38.26259142160416
co_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_water_water,11.67702611,10.589106321334839
mn_3_phosphine_phosphine_phosphine_phosphine_hydrogensulfide_hydrogensulfide,-29.95132213,-33.326538264751434
mn_2_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl_chloride,20.17445905,19.09238150715828
mn_2_misc_misc_misc_misc_misc_carbonyl,27.76106123,26.59594076871872
mn_3_water_water_water_water_water_cyanide,-32.06417967,-36.48234108090401
cr_2_phosphine_phosphine_phosphine_phosphine_phosphine_hydrogensulfide,-27.34271913,-27.944026857614517
cr_2_misc_misc_misc_misc_misc_water,-24.21033354,-25.190585911273956
fe_2_ammonia_ammonia_ammonia_ammonia_cyanide_cyanide,-12.63247911,2.9948657751083374
mn_2_ammonia_ammonia_ammonia_ammonia_ammonia_chloride,7.468122012,1.5542807877063751
fe_2_water_water_water_water_carbonyl_carbonyl,-2.330258385,4.50848451256752
fe_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_carbonyl_carbonyl,15.1935043,17.160044997930527
mn_3_ammonia_ammonia_ammonia_ammonia_ammonia_chloride,-35.29986596,-31.91105979681015
cr_2_ammonia_ammonia_ammonia_ammonia_ammonia_cyanide,-31.88843295,-33.801520973443985
fe_2_misc_misc_misc_misc_chloride_chloride,23.24085569,23.772665083408356
fe_3_misc_misc_misc_misc_misc_acetonitrile,21.85820016,21.94347271323204
fe_2_ammonia_ammonia_ammonia_ammonia_misc_misc,7.869471133,13.021090656518936
mn_2_carbonyl_carbonyl_water_water_water_water,6.216885897,6.901905924081802
mn_2_misc_misc_misc_misc_misc_ammonia,21.10949288,17.378333806991577
fe_3_ammonia_ammonia_ammonia_ammonia_ammonia_fluoride,7.525476426,6.953820645809174
mn_2_carbonyl_carbonyl_carbonyl_carbonyl_water_water,20.25621733,13.24781882762909
mn_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_phosphine_phosphine,-40.85762791,-39.50306072831154
mn_3_fluoride_fluoride_ammonia_ammonia_ammonia_ammonia,-31.17039208,-33.98695409297943
fe_3_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl_ammonia,19.18520209,17.819733411073685
co_3_misc_misc_water_water_water_water,14.1301635,13.700365126132965
mn_3_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl_chloride,-26.6270377,-26.416999876499176
mn_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_carbonyl_carbonyl,-29.35868286,-35.48087698221207
cr_2_ammonia_ammonia_ammonia_ammonia_ammonia_chloride,-27.3830492,-25.97337332367897
mn_3_phosphine_phosphine_phosphine_phosphine_phosphine_water,-29.19136987,-30.026618659496307
mn_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_carbonyl,7.493366739,7.6549012660980225
mn_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_phosphine,1.376989119,3.3798615634441376
mn_3_phosphine_phosphine_phosphine_phosphine_misc_misc,-34.99383561,-36.52102476358414
cr_2_water_water_water_water_phosphine_phosphine,-27.3767741,-29.08632680773735
mn_2_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_chloride,-9.696836729,-7.082100301980972
mn_3_water_water_water_water_acetonitrile_acetonitrile,-29.53196975,-33.68171948194504
fe_3_water_water_water_water_misc_misc,-6.224955676,0.49421924352645874
mn_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_water,2.284619583,2.506461441516876
mn_3_water_water_water_water_water_acetonitrile,-31.56698468,-31.18995913863182
cr_2_phosphine_phosphine_phosphine_phosphine_misc_misc,-33.73792455,-31.043537437915802
fe_3_ammonia_ammonia_ammonia_ammonia_ammonia_phosphine,3.661796954,3.3984464406967163
mn_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_fluoride,-35.31976431,-35.55308943986893
fe_3_cyanide_cyanide_cyanide_cyanide_cyanide_cyanide,23.44405598,25.763929069042206
fe_2_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl_fluoride,28.86904308,27.879405230283737
fe_2_ammonia_ammonia_ammonia_ammonia_carbonyl_carbonyl,10.7917601,12.3439881503582
mn_2_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl_cyanide,27.2592603,24.808617442846298
cr_2_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_phosphine_phosphine,-29.86549759,-30.372067838907242
mn_3_misc_misc_misc_misc_misc_water,-30.0294032,-30.869474411010742
fe_2_misc_misc_misc_misc_misc_fluoride,32.37556896,28.961091935634613
fe_2_misc_misc_water_water_water_water,4.778651803,1.1128512918949127
mn_2_chloride_chloride_chloride_chloride_carbonyl_carbonyl,9.199315425,6.16165155172348
mn_3_misc_misc_misc_misc_phosphine_phosphine,-35.12533661,-29.788381785154343
mn_3_water_water_water_water_water_misc,-31.52519879,-33.6385438144207
co_3_ammonia_ammonia_ammonia_ammonia_ammonia_water,17.79019088,14.459360629320145
fe_3_fluoride_fluoride_ammonia_ammonia_ammonia_ammonia,6.437800793,1.0434529781341553
mn_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_hydrogensulfide_hydrogensulfide,-2.297081931,-1.6700540781021118
mn_3_phosphine_phosphine_water_water_water_water,-32.02121406,-38.18460601568222
fe_2_misc_misc_misc_misc_carbonyl_carbonyl,41.08684476,43.033307671546936
mn_3_misc_misc_misc_misc_carbonyl_carbonyl,-27.73974471,-24.462771087884903
mn_3_acetonitrile_acetonitrile_water_water_water_water,-29.66153801,-33.68171948194504
fe_3_ammonia_ammonia_ammonia_ammonia_carbonyl_carbonyl,11.20625556,5.5249828696250916
fe_3_cyanide_cyanide_cyanide_cyanide_fluoride_fluoride,2.693611775,0.27161893248558044
co_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_water,19.16542297,20.079080045223236
mn_3_ammonia_ammonia_ammonia_ammonia_acetonitrile_acetonitrile,-47.20227484,-39.610655695199966
fe_3_water_water_water_water_water_carbonyl,-2.605829401,-3.267986536026001
fe_2_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl,39.02632155,39.88389152288437
cr_2_carbonyl_carbonyl_carbonyl_carbonyl_cyanide_cyanide,-24.04240559,-24.4221009016037
fe_2_cyanide_cyanide_cyanide_cyanide_carbonyl_carbonyl,53.32034674,46.30413177609444
fe_2_water_water_water_water_ammonia_ammonia,-4.466842084,-7.996925175189972
fe_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_phosphine,8.897884722,10.138291597366333
mn_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_ammonia_ammonia,2.841026425,3.3570699989795685
mn_2_water_water_water_water_hydrogensulfide_hydrogensulfide,-9.186225567,-6.795009464025497
mn_2_water_water_water_water_carbonyl_carbonyl,-0.801261244,6.901905924081802
cr_2_water_water_water_water_misc_misc,-23.89486544,-28.74920028448105
mn_2_ammonia_ammonia_ammonia_ammonia_acetonitrile_acetonitrile,0.907015504,-1.9017884731292725
fe_3_misc_misc_misc_misc_cyanide_cyanide,32.63247783,24.75981479883194
cr_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_ammonia,-31.86946332,-32.064960926771164
cr_2_carbonyl_carbonyl_carbonyl_carbonyl_acetonitrile_acetonitrile,-30.58498173,-29.492731779813766
fe_3_cyanide_cyanide_cyanide_cyanide_water_water,-7.540379789,1.9936453104019165
mn_2_ammonia_ammonia_ammonia_ammonia_ammonia_cyanide,-2.204944638,-3.2670725882053375
mn_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_fluoride_fluoride,-35.91660789,-35.2972714304924
mn_2_ammonia_ammonia_ammonia_ammonia_carbonyl_carbonyl,16.54611465,7.306374818086624
cr_2_misc_misc_misc_misc_misc_acetonitrile,-26.32851865,-24.83159801363945
fe_2_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_phosphine,6.003852527,3.962567389011383
fe_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_carbonyl,13.46189045,9.931266158819199
mn_2_misc_misc_misc_misc_misc_cyanide,26.72708162,26.70749667286873
fe_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_water_water,1.453200208,-1.9838241934776306
mn_3_ammonia_ammonia_ammonia_ammonia_ammonia_hydrogensulfide,-40.95784753,-40.171696811914444
cr_2_water_water_water_water_acetonitrile_acetonitrile,-24.97105764,-26.30117443203926
mn_3_carbonyl_carbonyl_water_water_water_water,-26.2898201,-29.148822128772736
cr_2_hydrogensulfide_hydrogensulfide_water_water_water_water,-28.27617163,-26.678076148033142
fe_2_ammonia_ammonia_ammonia_ammonia_ammonia_fluoride,3.853984442,4.1864480674266815
mn_3_water_water_water_water_water_chloride,-30.94291343,-29.892663776874542
fe_2_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl_water,25.1537007,25.864220678806305
mn_3_water_water_water_water_water_fluoride,-34.45477315,-32.019307404756546
cr_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_water,-30.80604095,-27.708132535219193
mn_2_carbonyl_carbonyl_carbonyl_carbonyl_cyanide_cyanide,35.2693125,24.078612834215164
mn_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_chloride_chloride,-31.50776028,-32.355260103940964
cr_2_water_water_water_water_water_misc,-26.33357638,-28.16513693332672
mn_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_ammonia,2.018988325,1.695418804883957
fe_3_water_water_water_water_fluoride_fluoride,-13.79964771,-7.432325541973114
mn_2_phosphine_phosphine_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide,-3.593159911,-3.588512897491455
cr_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_ammonia_ammonia,-33.01689673,-31.85209646821022
mn_2_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_water_water,-4.998907813,-4.032477289438248
mn_2_misc_misc_misc_misc_ammonia_ammonia,23.01035872,17.258864998817444
cr_2_water_water_water_water_water_carbonyl,-26.4606597,-27.23588275909424
mn_3_misc_misc_acetonitrile_acetonitrile_acetonitrile_acetonitrile,-34.19079224,-33.59668776392937
fe_2_water_water_water_water_water_ammonia,-3.993555216,-10.908548474311829
fe_3_ammonia_ammonia_ammonia_ammonia_ammonia_carbonyl,7.274786181,5.902959853410721
fe_2_phosphine_phosphine_phosphine_phosphine_cyanide_cyanide,34.47346667,29.21431738138199
mn_2_misc_misc_misc_misc_cyanide_cyanide,32.50513723,26.239106237888336
fe_2_water_water_water_water_water_carbonyl,-1.247257701,-7.630665868520737
fe_2_misc_misc_misc_misc_acetonitrile_acetonitrile,22.78565994,23.680960029363632
mn_3_ammonia_ammonia_ammonia_ammonia_carbonyl_carbonyl,-36.6467346,-34.85563609004021
mn_2_water_water_water_water_chloride_chloride,-12.42805518,-8.210778057575226
cr_2_carbonyl_carbonyl_carbonyl_carbonyl_misc_misc,-29.9074027,-27.826663613319397
fe_2_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl_misc,41.65657991,39.936732083559036
cr_2_misc_misc_misc_misc_water_water,-23.94176554,-30.312905997037888
cr_2_phosphine_phosphine_phosphine_phosphine_chloride_chloride,-30.39433164,-29.27754458785057
cr_2_phosphine_phosphine_phosphine_phosphine_phosphine_misc,-28.67175394,-28.623413562774658
cr_2_carbonyl_carbonyl_water_water_water_water,-24.58518291,-25.058559119701385
fe_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_carbonyl,14.34851188,16.662157267332077
mn_3_water_water_water_water_water_carbonyl,-30.40983741,-30.398021459579468
cr_2_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_cyanide,-26.64856757,-29.17787379026413
mn_2_carbonyl_carbonyl_carbonyl_carbonyl_misc_misc,22.72784744,19.166630804538727
mn_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_carbonyl_carbonyl,13.73866001,9.600087940692902
mn_2_ammonia_ammonia_ammonia_ammonia_phosphine_phosphine,4.171554703,2.045121729373932
mn_3_acetonitrile_acetonitrile_ammonia_ammonia_ammonia_ammonia,-39.77653485,-39.610655695199966
mn_3_water_water_water_water_chloride_chloride,-32.09027782,-31.514664202928543
fe_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_chloride,9.003563681,10.080930411815643
mn_3_misc_misc_misc_misc_hydrogensulfide_hydrogensulfide,-34.19813411,-35.53513115644455
mn_3_cyanide_cyanide_cyanide_cyanide_cyanide_cyanide,-34.55781029,-26.58979320526123
fe_3_misc_misc_water_water_water_water,-1.32371352,0.49421924352645874
mn_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_phosphine_phosphine,3.389683518,2.8838063180446625
mn_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_water_water,-31.02357357,-31.502349019050598
mn_2_water_water_water_water_ammonia_ammonia,-12.8781681,-8.607941329479218
mn_3_water_water_water_water_phosphine_phosphine,-32.43172483,-38.18460601568222
fe_3_acetonitrile_acetonitrile_ammonia_ammonia_ammonia_ammonia,6.223512403,7.567117631435394
cr_2_phosphine_phosphine_phosphine_phosphine_carbonyl_carbonyl,-21.75175564,-17.124654799699783
mn_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_chloride,-31.78420354,-32.7806601524353
mn_2_ammonia_ammonia_ammonia_ammonia_misc_misc,8.258106901,0.9876148402690887
mn_3_misc_misc_misc_misc_misc_ammonia,-34.57325958,-31.43467006087303
mn_2_misc_misc_water_water_water_water,-6.028055588,-0.5841079950332642
mn_3_cyanide_cyanide_cyanide_cyanide_misc_misc,-25.43397177,-23.22299301624298
co_3_misc_misc_misc_misc_water_water,10.5986439,18.99815633893013
mn_3_chloride_chloride_chloride_chloride_water_water,-29.64881211,-28.8277730345726
fe_3_water_water_water_water_phosphine_phosphine,-8.263352885,-2.2385411858558655
fe_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_ammonia_ammonia,13.30726571,11.046249091625214
cr_2_ammonia_ammonia_ammonia_ammonia_water_water,-25.40843838,-30.965575486421585
fe_2_phosphine_phosphine_phosphine_phosphine_water_water,-0.540229634,5.185804635286331
cr_2_ammonia_ammonia_ammonia_ammonia_acetonitrile_acetonitrile,-24.40682575,-27.188497602939606
mn_3_misc_misc_misc_misc_misc_chloride,-29.28527674,-26.308167070150375
