#name_w_spin,metal,Oxidation,alpha_d_1,alpha_d_2,alpha_d_3,alpha_d_4,alpha_d_5,npa_metal,npa_c_1,npa_c_2,npa_c_3,npa_c_4,npa_c_5,npa_c_6,ap_1,ap_2,ap_3,ap_4,ap_5
cr_2_phosphine_phosphine_phosphine_phosphine_ammonia_ammonia,cr,2,-0.52928,-0.52904,-0.51313,-0.42424,-0.34468,0.12488,-0.97650,-0.97662,0.05116,0.04934,0.04750,0.04514,0.05186671999990722,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165
cr_2_phosphine_phosphine_phosphine_phosphine_carbonyl_carbonyl,cr,2,-0.58333,-0.58306,-0.55569,-0.45331,-0.37909,-0.57021,0.70890,0.70944,0.11392,0.11296,0.11291,0.11299,0.05186671999990722,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165
cr_2_phosphine_phosphine_phosphine_phosphine_chloride_chloride,cr,2,-0.22026,-0.19665,-0.19656,-0.12784,-0.04603,-0.36142,-0.39134,-0.38943,0.17857,0.17713,0.17753,0.17727,0.05186671999990722,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165
cr_2_phosphine_phosphine_phosphine_phosphine_hydrogensulfide_hydrogensulfide,cr,2,-0.5476,-0.52918,-0.52508,-0.47026,-0.37743,0.28707,0.06250,0.06095,0.06158,0.06127,-0.27880,-0.27540,0.05186671999990722,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165
cr_2_phosphine_phosphine_phosphine_phosphine_misc_misc,cr,2,-0.50994,-0.50985,-0.49332,-0.39929,-0.31212,-0.43708,0.40696,0.40816,0.12913,0.12814,0.12857,0.12809,0.05186671999990722,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165
cr_2_phosphine_phosphine_phosphine_phosphine_phosphine_ammonia,cr,2,-0.53261,-0.53235,-0.5151,-0.42162,-0.35496,-0.09492,-0.96395,0.06953,0.06925,0.06622,0.06827,0.12435,0.05186671999990722,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165
cr_2_phosphine_phosphine_phosphine_phosphine_phosphine_chloride,cr,2,-0.36672,-0.35352,-0.35316,-0.27144,-0.20471,-0.40017,-0.27881,0.13786,0.13671,0.13648,0.13262,0.16288,0.05186671999990722,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165
cr_2_phosphine_phosphine_phosphine_phosphine_phosphine_cyanide,cr,2,-0.37662,-0.37646,-0.37305,-0.27557,-0.19835,-0.51088,0.03750,0.15728,0.15455,0.15281,0.15391,0.15489,0.05186671999990722,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165
cr_2_phosphine_phosphine_phosphine_phosphine_phosphine_hydrogensulfide,cr,2,-0.54273,-0.5269,-0.51521,-0.42859,-0.36461,-0.25532,0.13839,-0.15893,0.13736,0.05458,0.11159,0.11038,0.05186671999990722,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165
cr_2_phosphine_phosphine_phosphine_phosphine_phosphine_misc,cr,2,-0.52265,-0.5226,-0.50397,-0.41087,-0.33704,-0.38039,0.39731,0.16297,0.10785,0.10768,0.10624,0.10485,0.05186671999990722,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165
cr_2_phosphine_phosphine_phosphine_phosphine_phosphine_phosphine,cr,2,-0.54193,-0.52266,-0.51942,-0.42036,-0.36264,-0.33763,0.13288,0.13030,0.05821,0.14258,0.14239,0.05686,0.05186671999990722,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165
cr_2_phosphine_phosphine_phosphine_phosphine_water_water,cr,2,-0.54029,-0.51563,-0.51326,-0.47088,-0.3721,0.46982,-0.90286,-0.90288,0.06407,0.06401,0.03279,0.03280,0.05186671999990722,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165
cr_2_phosphine_phosphine_water_water_water_water,cr,2,-0.54609,-0.52298,-0.52077,-0.47981,-0.37261,0.79789,-0.88134,-0.88435,-0.91109,-0.92091,0.53171,0.03881,0.05186671999990722,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165
cr_2_water_water_water_water_acetonitrile_acetonitrile,cr,2,-0.51522,-0.5003,-0.49989,-0.4592,-0.33255,1.00373,-0.86142,-0.86008,-0.49074,-0.49030,-0.91473,-0.91490,0.05186671999990722,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165
cr_2_water_water_water_water_ammonia_ammonia,cr,2,-0.52961,-0.52059,-0.51395,-0.47694,-0.3471,1.04325,-0.89174,-0.89171,-1.04720,-1.04718,-0.92417,-0.92423,0.05186671999990722,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165
cr_2_water_water_water_water_carbonyl_carbonyl,cr,2,-0.58004,-0.57001,-0.55599,-0.52753,-0.39866,1.00543,-0.88761,-0.88783,-0.90142,-0.90132,0.46575,0.46536,0.05186671999990722,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165
cr_2_water_water_water_water_chloride_chloride,cr,2,-0.21498,-0.21147,-0.19639,-0.17775,-0.05009,0.69799,-0.85643,-0.85643,-0.54793,-0.54792,0.49764,0.49761,0.05186671999990722,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165
cr_2_water_water_water_water_hydrogensulfide_hydrogensulfide,cr,2,-0.55926,-0.55524,-0.54192,-0.53613,-0.37818,1.01023,-0.88578,-0.88582,-0.89660,-0.89659,0.53565,0.53560,0.05186671999990722,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165
cr_2_water_water_water_water_misc_misc,cr,2,-0.51619,-0.5045,-0.50038,-0.45895,-0.33375,0.76940,-0.85533,-0.85518,0.28141,0.28133,-0.91167,-0.91170,0.05186671999990722,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165
cr_2_water_water_water_water_phosphine_phosphine,cr,2,-0.54035,-0.53516,-0.52683,-0.48209,-0.37436,0.88499,-0.87274,-0.87506,-0.91797,-0.91857,0.53266,0.53345,0.05186671999990722,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165
cr_2_water_water_water_water_water_acetonitrile,cr,2,-0.53101,-0.51504,-0.51068,-0.47151,-0.34836,1.04658,-0.88465,-0.87402,-0.87761,-0.50539,-0.92132,-0.92081,0.05186671999990722,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165
cr_2_water_water_water_water_water_ammonia,cr,2,-0.53522,-0.52029,-0.51329,-0.47709,-0.35575,1.07234,-0.89013,-0.89591,-0.89696,-1.04107,-0.91702,-0.92902,0.05186671999990722,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165
cr_2_water_water_water_water_water_carbonyl,cr,2,-0.56377,-0.54908,-0.54052,-0.50615,-0.38311,1.05891,-0.88568,-0.88748,-0.89733,-0.89965,-0.92686,0.53461,0.05186671999990722,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165
cr_2_water_water_water_water_water_cyanide,cr,2,-0.37504,-0.36148,-0.35698,-0.32488,-0.2005,0.85150,-0.13542,-0.87152,-0.86651,-0.86676,-0.89673,-0.93271,0.05186671999990722,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165
cr_2_water_water_water_water_water_misc,cr,2,-0.53158,-0.51417,-0.51282,-0.47089,-0.34922,0.93007,-0.87276,-0.87111,-0.88333,0.26195,-0.91759,-0.91767,0.05186671999990722,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165
cr_2_water_water_water_water_water_phosphine,cr,2,-0.55159,-0.53417,-0.52869,-0.48134,-0.37131,1.03828,-0.87857,-0.88347,-0.89438,-0.89603,-0.92444,0.53045,0.05186671999990722,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165
cr_2_water_water_water_water_water_water,cr,2,-0.54704,-0.5301,-0.52223,-0.48478,-0.36717,1.10473,-0.89426,-0.89440,-0.89058,-0.89049,-0.92682,-0.92693,0.05186671999990722,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165
fe_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_ammonia,fe,2,-0.52848,-0.52842,-0.48465,-0.43405,-0.42496,0.78120,-0.44412,-0.44494,-0.44349,-0.44405,-0.43648,-1.01338,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_carbonyl,fe,2,-0.55288,-0.55,-0.52084,-0.46414,-0.43745,0.53468,0.61561,-0.43772,-0.43783,-0.43800,-0.43813,-0.42603,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_misc,fe,2,-0.52228,-0.52226,-0.48457,-0.43474,-0.40292,0.58467,0.34089,-0.42259,-0.42261,-0.42250,-0.42253,-0.42075,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_phosphine,fe,2,-0.53319,-0.52885,-0.49309,-0.44361,-0.41476,0.58542,-0.43881,-0.44064,-0.43881,-0.44078,-0.42383,0.12542,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_water,fe,2,-0.54846,-0.54598,-0.50578,-0.50157,-0.48678,1.10828,-0.88615,-0.47373,-0.47873,-0.48122,-0.47943,-0.47313,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_ammonia_ammonia,fe,2,-0.53893,-0.53888,-0.49318,-0.43471,-0.43422,0.81065,-0.45955,-0.45963,-0.45981,-0.45974,-1.01758,-1.01766,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_carbonyl_carbonyl,fe,2,-0.57804,-0.57361,-0.55203,-0.48982,-0.45677,0.33358,0.63918,0.63922,-0.45151,-0.45149,-0.45161,-0.45159,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_misc_misc,fe,2,-0.52474,-0.52389,-0.48872,-0.43609,-0.38938,0.42703,0.34989,0.34986,-0.41770,-0.41784,-0.41770,-0.41784,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_phosphine_phosphine,fe,2,-0.5482,-0.54086,-0.50826,-0.45468,-0.41618,0.43369,-0.44951,-0.45050,-0.45322,-0.45429,0.12814,0.12788,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_water_water,fe,2,-0.55973,-0.55431,-0.51697,-0.51344,-0.49777,1.13895,-0.89031,-0.89016,-0.48927,-0.48938,-0.49696,-0.49698,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_acetonitrile_acetonitrile_ammonia_ammonia_ammonia_ammonia,fe,2,-0.57089,-0.5703,-0.51675,-0.49208,-0.4828,1.10355,-0.50765,-1.06616,-0.50766,-1.06607,-1.06949,-1.06858,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_acetonitrile_acetonitrile_water_water_water_water,fe,2,-0.58363,-0.58279,-0.54146,-0.53787,-0.52562,1.19113,-0.90761,-0.90664,-0.90553,-0.53013,-0.52623,-0.91312,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_ammonia_ammonia_ammonia_ammonia_acetonitrile_acetonitrile,fe,2,-0.57458,-0.56656,-0.51619,-0.49414,-0.47972,1.09780,-0.50915,-0.50900,-1.06591,-1.06589,-1.06619,-1.06613,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_ammonia_ammonia_ammonia_ammonia_ammonia_acetonitrile,fe,2,-0.58141,-0.57805,-0.5237,-0.49412,-0.49178,1.10752,-0.51956,-1.07317,-1.07240,-1.07321,-1.07166,-1.06910,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_ammonia_ammonia_ammonia_ammonia_ammonia_carbonyl,fe,2,-0.63102,-0.62626,-0.58341,-0.50637,-0.4853,0.70119,0.51853,-1.03550,-1.03541,-1.03699,-1.03699,-1.03896,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_ammonia_ammonia_ammonia_ammonia_ammonia_chloride,fe,2,-0.43116,-0.43113,-0.37097,-0.33589,-0.32987,0.97931,-1.05576,-1.06733,-1.06839,-1.06764,-1.06621,-0.60053,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_ammonia_ammonia_ammonia_ammonia_ammonia_cyanide,fe,2,-0.42339,-0.41597,-0.34855,-0.3144,-0.27157,0.73429,-0.19457,-1.03114,-1.03044,-1.03429,-1.03250,-1.02259,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_ammonia_ammonia_ammonia_ammonia_ammonia_fluoride,fe,2,-0.42335,-0.42313,-0.38731,-0.38726,-0.36336,1.08253,-0.68163,-1.06636,-1.07285,-1.07293,-1.07766,-1.07753,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_ammonia_ammonia_ammonia_ammonia_ammonia_phosphine,fe,2,-0.60187,-0.5989,-0.54342,-0.50914,-0.50181,1.06568,-1.07755,-1.07752,-1.07735,-1.07794,-1.07396,0.41134,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_ammonia_ammonia_ammonia_ammonia_carbonyl_carbonyl,fe,2,-0.6651,-0.65637,-0.61979,-0.52937,-0.50777,0.46091,0.56626,0.56635,-1.02676,-1.02598,-1.02667,-1.02598,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_ammonia_ammonia_ammonia_ammonia_chloride_chloride,fe,2,-0.27128,-0.20771,-0.19506,-0.17238,-0.16614,0.89210,-1.04015,-1.04023,-1.04134,-1.04135,-0.66768,-0.66770,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_ammonia_ammonia_ammonia_ammonia_cyanide_cyanide,fe,2,-0.27786,-0.27215,-0.21287,-0.20404,-0.13195,0.64425,-0.12901,-0.12894,-1.01574,-1.01576,-1.01576,-1.01578,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_ammonia_ammonia_ammonia_ammonia_misc_misc,fe,2,-0.57301,-0.56498,-0.52353,-0.45739,-0.42566,0.57189,0.26143,0.26143,-1.01834,-1.01831,-1.01869,-1.01867,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_ammonia_ammonia_ammonia_ammonia_phosphine_phosphine,fe,2,-0.59902,-0.59277,-0.54546,-0.48352,-0.46691,0.62799,-1.04223,-1.04202,-1.04131,-1.04208,0.01425,0.01459,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_ammonia_ammonia_ammonia_ammonia_water_water,fe,2,-0.60382,-0.59316,-0.54893,-0.5364,-0.50871,1.16128,-1.08416,-1.08415,-1.08413,-1.08407,-0.91464,-0.91464,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_carbonyl_carbonyl_carbonyl_carbonyl_acetonitrile_acetonitrile,fe,2,-0.69551,-0.6955,-0.64959,-0.54821,-0.50605,-0.08355,0.64046,0.64046,0.64046,0.64046,-0.48189,-0.48192,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_carbonyl_carbonyl_carbonyl_carbonyl_ammonia_ammonia,fe,2,-0.72332,-0.72323,-0.69125,-0.57552,-0.54741,-0.00907,0.60973,0.60786,0.60815,0.60679,-1.00746,-1.00747,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl_acetonitrile,fe,2,-0.72758,-0.72758,-0.68666,-0.57366,-0.54404,-0.31509,0.66510,0.64082,0.64078,0.64081,0.64077,-0.48889,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl_ammonia,fe,2,-0.74768,-0.74691,-0.71071,-0.5886,-0.56701,-0.27596,0.65829,0.62555,0.62490,0.62448,0.62388,-1.00197,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl,fe,2,-0.7687,-0.7687,-0.73006,-0.59653,-0.59653,-0.49376,0.64247,0.64247,0.64248,0.64248,0.64247,0.64247,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl_chloride,fe,2,-0.56621,-0.56616,-0.53259,-0.40655,-0.38128,-0.60219,0.68669,0.62966,0.62967,0.62896,0.62896,-0.03385,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl_cyanide,fe,2,-0.57913,-0.57913,-0.5443,-0.39008,-0.38375,-0.63045,0.65582,0.65582,0.65586,0.65586,0.68493,0.01363,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl_fluoride,fe,2,-0.58204,-0.58204,-0.54212,-0.42204,-0.39083,-0.37952,-0.32569,0.67756,0.64245,0.64245,0.64241,0.64241,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl_misc,fe,2,-0.72876,-0.72876,-0.688,-0.552,-0.54229,-0.49872,0.64523,0.64524,0.64521,0.64522,0.66522,0.32476,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl_phosphine,fe,2,-0.74872,-0.74867,-0.70558,-0.56111,-0.55715,-0.54367,0.67127,0.63021,0.62991,0.62790,0.62822,0.16762,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl_water,fe,2,-0.76084,-0.75759,-0.71537,-0.62003,-0.57515,-0.19309,0.65489,0.61630,0.61771,0.61957,0.62483,-0.83094,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_carbonyl_carbonyl_carbonyl_carbonyl_chloride_chloride,fe,2,-0.39387,-0.36161,-0.23193,-0.20167,-0.09825,-0.37656,0.62607,0.62607,0.62607,0.62607,-0.28656,-0.28669,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_carbonyl_carbonyl_carbonyl_carbonyl_cyanide_cyanide,fe,2,-0.37782,-0.32976,-0.20994,-0.19004,-0.11142,-0.63553,0.68470,0.68470,0.68470,0.68470,0.00723,0.00723,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_carbonyl_carbonyl_carbonyl_carbonyl_fluoride_fluoride,fe,2,-0.40503,-0.35894,-0.30736,-0.2264,-0.19732,-0.05935,0.63652,0.63652,0.63652,0.63652,-0.45582,-0.45594,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_carbonyl_carbonyl_carbonyl_carbonyl_hydrogensulfide_hydrogensulfide,fe,2,-0.73663,-0.73218,-0.6935,-0.57375,-0.54595,-0.29385,0.59489,0.59494,0.60601,0.60606,-0.02338,-0.02373,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_carbonyl_carbonyl_carbonyl_carbonyl_misc_misc,fe,2,-0.69592,-0.69592,-0.65285,-0.50635,-0.50228,-0.48158,0.65402,0.65397,0.65397,0.65392,0.33632,0.33628,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_carbonyl_carbonyl_carbonyl_carbonyl_phosphine_phosphine,fe,2,-0.709,-0.70895,-0.6833,-0.53322,-0.5284,-0.54180,0.62038,0.61989,0.61732,0.61683,0.17234,0.17225,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_carbonyl_carbonyl_carbonyl_carbonyl_water_water,fe,2,-0.75388,-0.74281,-0.70064,-0.64046,-0.56379,0.18883,0.59173,0.59173,0.60016,0.60016,-0.85770,-0.85770,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_carbonyl_carbonyl_water_water_water_water,fe,2,-0.70412,-0.69517,-0.62165,-0.61614,-0.59628,1.06429,-0.92090,-0.92156,-0.92170,-0.91748,0.49155,0.48198,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_chloride_chloride_chloride_chloride_carbonyl_carbonyl,fe,2,0.06798,0.07897,0.1081,0.24856,0.25754,0.29947,0.56894,0.56894,-0.57535,-0.57535,-0.63853,-0.63853,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_chloride_chloride_chloride_chloride_phosphine_phosphine,fe,2,0.05887,0.05965,0.06612,0.07684,0.09983,0.73787,-0.67270,-0.67285,-0.71818,-0.71813,0.11094,0.10981,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_chloride_chloride_water_water_water_water,fe,2,-0.3115,-0.27379,-0.23452,-0.2232,-0.22007,0.91141,-0.89522,-0.89511,-0.89788,-0.89780,-0.63016,-0.63077,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_cyanide_cyanide_cyanide_cyanide_ammonia_ammonia,fe,2,0.03362,0.03373,0.07664,0.12783,0.19877,0.18610,-0.00604,-0.01007,-0.01082,-0.01421,-0.97382,-0.97381,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_cyanide_cyanide_cyanide_cyanide_carbonyl_carbonyl,fe,2,-0.00793,-0.00486,0.00402,0.14773,0.14786,-0.46886,0.68662,0.68662,0.07258,0.07258,0.07258,0.07258,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_ammonia,fe,2,-0.64061,-0.61619,-0.6026,-0.58989,-0.5232,0.77270,-1.08508,-0.23011,-0.24231,-0.24870,-0.24901,-0.25402,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_chloride,fe,2,-0.42245,-0.38192,-0.38132,-0.3776,-0.3684,0.65182,-0.49543,-0.25413,-0.24458,-0.25417,-0.25213,-0.23775,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_phosphine,fe,2,-0.63747,-0.62566,-0.58906,-0.51441,-0.49561,0.17519,0.05153,-0.15724,-0.16141,-0.15832,-0.14974,-0.17188,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_misc_misc,fe,2,-0.60162,-0.59249,-0.56233,-0.48626,-0.45552,0.09553,0.25388,0.25344,-0.11334,-0.11494,-0.11072,-0.10962,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_water_water,fe,2,-0.62207,-0.61959,-0.61495,-0.592,-0.55331,0.91348,-0.91907,-0.92418,-0.26217,-0.26266,-0.24353,-0.24442,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_misc_misc_acetonitrile_acetonitrile_acetonitrile_acetonitrile,fe,2,-0.52657,-0.52632,-0.49055,-0.43109,-0.39032,0.41171,0.35104,0.35108,-0.41777,-0.41763,-0.41522,-0.41524,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_misc_misc_misc_misc_acetonitrile_acetonitrile,fe,2,-0.53157,-0.53157,-0.49969,-0.4285,-0.36482,0.08573,0.36527,0.36519,0.36519,0.36513,-0.40812,-0.40795,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_misc_misc_misc_misc_ammonia_ammonia,fe,2,-0.55615,-0.55612,-0.52115,-0.43913,-0.38757,0.16581,0.32473,0.32587,0.32434,0.32552,-0.98696,-0.98705,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_misc_misc_misc_misc_carbonyl_carbonyl,fe,2,-0.58587,-0.58231,-0.56718,-0.43316,-0.43104,-0.41537,0.66245,0.66249,0.36686,0.36682,0.36683,0.36677,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_misc_misc_misc_misc_chloride_chloride,fe,2,-0.28209,-0.24647,-0.19664,-0.1437,-0.09312,-0.07613,0.40325,0.40319,0.40325,0.40327,-0.43903,-0.43952,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_misc_misc_misc_misc_cyanide_cyanide,fe,2,-0.25454,-0.24069,-0.24068,-0.09687,-0.09157,-0.40147,0.45364,0.45367,0.45368,0.45369,0.02666,0.02667,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_misc_misc_misc_misc_misc_acetonitrile,fe,2,-0.53333,-0.53333,-0.5006,-0.40369,-0.36345,-0.12612,0.40114,0.37530,0.37527,0.37525,0.37521,-0.40561,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_misc_misc_misc_misc_misc_ammonia,fe,2,-0.54524,-0.54521,-0.51133,-0.40857,-0.37428,-0.09839,0.39803,0.35711,0.35813,0.35624,0.35701,-0.98232,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_misc_misc_misc_misc_misc_carbonyl,fe,2,-0.56054,-0.55874,-0.53566,-0.40419,-0.39735,-0.37048,0.65425,0.38063,0.38062,0.38055,0.38051,0.38292,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_misc_misc_misc_misc_misc_chloride,fe,2,-0.40457,-0.40452,-0.37142,-0.25919,-0.22526,-0.29862,0.43864,0.39454,0.39439,0.39483,0.39445,-0.30709,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
